Nome;Alg-Class;Alg-Class-Params;Tec-Desbal;Tec-Desbal-Params;Acuracia;Acuracia Balanceada;F1-Score;Macro F1-Score;AUC
CLF_156;KNN;{'n_jobs': -1, 'n_neighbors': 19};smote;5;0.7467472992772971;0.5967296161003516;0.10348434443314847;0.4772764069175512;0.6523069980597205
CLF_157;KNN;{'n_jobs': -1, 'n_neighbors': 19};smote;10;0.7429341219450797;0.6013504261722609;0.10353679054644722;0.4759097108105402;0.6600079156719862
CLF_158;KNN;{'n_jobs': -1, 'n_neighbors': 19};smote;15;0.7480666246398856;0.597411376846555;0.10251690425570086;0.4772608144333453;0.6555542837047851
CLF_159;KNN;{'n_jobs': -1, 'n_neighbors': 19};adasyn;5;0.7395610424649782;0.5930167482252395;0.10072072219701993;0.4734502846076012;0.6493449572574599
CLF_16;AD;{'min_samples_leaf': 3, 'random_state': 42};adasyn;10;0.9126011493535693;0.7021934661244745;0.2789285811997066;0.616049138071513;0.7236961306148534
CLF_160;KNN;{'n_jobs': -1, 'n_neighbors': 19};adasyn;10;0.7394152755156707;0.597335332092724;0.10252609354443709;0.47425138067769945;0.656239923965689
CLF_161;KNN;{'n_jobs': -1, 'n_neighbors': 19};adasyn;15;0.7427868489165912;0.5968803271532612;0.10345169165005182;0.47583743685678587;0.657810131433572
CLF_162;KNN;{'n_jobs': -1, 'n_neighbors': 23};-;-;0.9677372020921592;0.5;0.0;0.49180205620958184;0.6198960337053073
CLF_163;KNN;{'n_jobs': -1, 'n_neighbors': 23};undersampling;-;0.5707666803648154;0.5739112504882027;0.07949542144818053;0.3989263161216721;0.6039674930085193
CLF_164;KNN;{'n_jobs': -1, 'n_neighbors': 23};oversampling;-;0.7367746884029751;0.5937739219335125;0.09913851805472712;0.4718486596516652;0.6199926913180326
CLF_165;KNN;{'n_jobs': -1, 'n_neighbors': 23};smote;5;0.732523564760329;0.6025623176419235;0.10389106703713677;0.47251230407536965;0.6512259370881605
CLF_166;KNN;{'n_jobs': -1, 'n_neighbors': 23};smote;10;0.7313502215012166;0.6041530544259885;0.10367220974684503;0.47194281802746885;0.6589104189771449
CLF_167;KNN;{'n_jobs': -1, 'n_neighbors': 23};smote;15;0.7376558523009662;0.6271836446343648;0.11474851437529414;0.479552142654614;0.6614367623439579
CLF_168;KNN;{'n_jobs': -1, 'n_neighbors': 23};adasyn;5;0.7259239257890242;0.6013495072024261;0.1023602469027339;0.46943365506995127;0.6551110896162674
CLF_169;KNN;{'n_jobs': -1, 'n_neighbors': 23};adasyn;10;0.7244584031687905;0.6071831851494475;0.10516990864073086;0.47027806750796053;0.6580724868785727
CLF_17;AD;{'min_samples_leaf': 3, 'random_state': 42};adasyn;15;0.908056663001874;0.7196181105980196;0.29209397687760147;0.6212505566088414;0.7461306944801241
CLF_170;KNN;{'n_jobs': -1, 'n_neighbors': 23};adasyn;15;0.7307630657747809;0.6104405311645645;0.10692823770191498;0.473391520240323;0.6636528737648733
CLF_171;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};-;-;0.8728559349201671;0.47514427826406597;0.02340567812220625;0.47746200968447255;0.47153319935170857
CLF_172;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};undersampling;-;0.05836444104022738;0.4827284214395663;0.06030909183481507;0.058263863650315925;0.4871177986182036
CLF_173;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};oversampling;-;0.4329493548602251;0.5246759482619983;0.07864694330314233;0.3025421058650285;0.5312641813754053
CLF_174;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};smote;5;0.42461256113067825;0.4940062489948767;0.054435492268061804;0.26734714954705013;0.494373122899684
CLF_175;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};smote;10;0.5662145560401306;0.5473927677074;0.07162936818303275;0.37179744056265474;0.5510075420794199
CLF_176;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};smote;15;0.6602227275954584;0.5190703471408551;0.06360206435869042;0.40534315152681033;0.5223595842810209
CLF_177;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};adasyn;5;0.5551103418154278;0.5438541020516002;0.07187706645506753;0.3638261562985949;0.5519070947604099
CLF_178;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};adasyn;10;0.5914832298083191;0.5077231373630161;0.050177971967044974;0.3611333773957403;0.5100354456063844
CLF_179;MLP;{'hidden_layer_sizes': 5, 'random_state': 42};adasyn;15;0.6946942981993748;0.514911204539711;0.06927876421495013;0.4309555285652925;0.5204732433578322
CLF_18;AD;{'min_samples_leaf': 5, 'random_state': 42};-;-;0.9454492741774118;0.6422718657385071;0.29007718123306675;0.6307501418873962;0.6988842283368525
CLF_180;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};-;-;0.852905334317305;0.4977907390814897;0.04836491637166476;0.48408767984809764;0.4902395091239085
CLF_181;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};undersampling;-;0.535402865423219;0.489730397224711;0.05841925657912803;0.37370471694869317;0.48807973812492556
CLF_182;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};oversampling;-;0.6539165589102872;0.5421762354400717;0.07472653303226175;0.4280169231734251;0.5354187356541498
CLF_183;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};smote;5;0.6134166912301009;0.503674041399591;0.057972849050221785;0.40188221100412713;0.49657308055397176
CLF_184;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};smote;10;0.6863107084381314;0.5369424724883405;0.07186746895800779;0.43489029416582714;0.5321029032136793
CLF_185;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};smote;15;0.726215997573061;0.5377884416569026;0.07816810065379926;0.4565645057520588;0.5334626156805494
CLF_186;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};adasyn;5;0.6072719957485536;0.5224695016886071;0.06329128016918988;0.3998034114959399;0.5174167092212357
CLF_187;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};adasyn;10;0.62783266599682;0.4935483148390654;0.06086286744548382;0.403934450412201;0.48274832026934167
CLF_188;MLP;{'hidden_layer_sizes': 7, 'random_state': 42};adasyn;15;0.5759244636744458;0.5480170354033129;0.07164632560848964;0.39041376496103086;0.5442830364434197
CLF_189;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};-;-;0.9417813259090801;0.5063618558595814;0.042684416218856866;0.5063253397755896;0.5021085919502419
CLF_19;AD;{'min_samples_leaf': 5, 'random_state': 42};undersampling;-;0.7809146418866438;0.7725635812254462;0.19738126107666504;0.5342262362988904;0.8512854573545783
CLF_190;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};undersampling;-;0.24064359066489094;0.44948233280492567;0.05342372818187979;0.20743106321501373;0.4481823233541563
CLF_191;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};oversampling;-;0.6790151533081029;0.5419624600822478;0.08085317658901665;0.4352122852479445;0.5382258608554356
CLF_192;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};smote;5;0.6338313793748911;0.5317984239667333;0.0706274030272645;0.4175305765421018;0.5285047995288191
CLF_193;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};smote;10;0.6218018946476097;0.5651284834700301;0.09321653928596153;0.42036844943070284;0.5508751503768821
CLF_194;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};smote;15;0.5335393075908542;0.5524811036827716;0.07468926242944132;0.3758310779221097;0.5363309685524346
CLF_195;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};adasyn;5;0.5014205553989711;0.5336892044018655;0.07237857373950582;0.35348671474698073;0.5228749175015717
CLF_196;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};adasyn;10;0.6261834017165;0.534437245847405;0.07023663219704596;0.41620052254217954;0.5251169558810936
CLF_197;MLP;{'hidden_layer_sizes': 9, 'random_state': 42};adasyn;15;0.5172035121766502;0.5550239506513199;0.07829261466261876;0.36459386292388507;0.5408163571931319
CLF_198;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};-;-;0.941049048695843;0.5103776391664944;0.052674398567917;0.5111119823333918;0.5062052589615222
CLF_199;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};undersampling;-;0.20471542633874304;0.48804069887655943;0.06012846935404501;0.1831261213010614;0.4872795751644225
CLF_2;AD;{'min_samples_leaf': 1, 'random_state': 42};oversampling;-;0.9438354027578463;0.6282556803822914;0.26170969363977037;0.6162176493494034;0.6282556803822914
CLF_20;AD;{'min_samples_leaf': 5, 'random_state': 42};oversampling;-;0.9303462045728867;0.6784074252762653;0.3016045495021498;0.6323644267178358;0.6789979769610085
CLF_200;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};oversampling;-;0.7043690281271046;0.5199102281342615;0.07208708399852512;0.44231474657330205;0.5198931540924442
CLF_201;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};smote;5;0.5707403239791473;0.5343514370390793;0.06825076569395574;0.3863810390902359;0.5361562755196878
CLF_202;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};smote;10;0.7228362483137293;0.536041996921451;0.07591526498935663;0.45393162276515675;0.5375143393233458
CLF_203;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};smote;15;0.5892174412575331;0.5680647069634939;0.07709563356316507;0.4014957160874483;0.5701415552937884
CLF_204;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};adasyn;5;0.6404377957025107;0.5374089071151239;0.08495704204764618;0.4118061406649257;0.5398092928735978
CLF_205;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};adasyn;10;0.7003927639349976;0.513461012704758;0.07381474073868989;0.44395510446375946;0.5148576366915415
CLF_206;MLP;{'hidden_layer_sizes': 11, 'random_state': 42};adasyn;15;0.6826086582340576;0.5306346635421691;0.07342282012062833;0.43115534723005994;0.5324068146312528
CLF_207;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};-;-;0.9425151092014984;0.5111350426172261;0.05708430112003078;0.5137067493851;0.5069661189919736
CLF_208;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};undersampling;-;0.5027116955654575;0.48821943850943095;0.05778775665779817;0.3596088468061306;0.48971932912069216
CLF_209;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};oversampling;-;0.5017432866520506;0.5272660647414249;0.07418294107821757;0.35043216560921675;0.526311751117906
CLF_21;AD;{'min_samples_leaf': 5, 'random_state': 42};smote;5;0.9168551775774931;0.7153763181473568;0.2990054643129073;0.6272702636982139;0.7643180878326306
CLF_210;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};smote;5;0.7817977421721535;0.5752940129115262;0.09866525399980614;0.4861802159938352;0.5724767777367026
CLF_211;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};smote;10;0.6391205143045249;0.5674862728880925;0.08380089296368148;0.4240337785115318;0.568109163434608
CLF_212;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};smote;15;0.6597603612868801;0.5693612010935741;0.08460959946748699;0.4334521907580096;0.5682796466978699
CLF_213;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};adasyn;5;0.5563633996940508;0.557681151928688;0.08089613635266743;0.3881725233295252;0.5569560677594053
CLF_214;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};adasyn;10;0.7235933758334534;0.5584038642681554;0.09217300887077765;0.45820280495430377;0.5574839728527957
CLF_215;MLP;{'hidden_layer_sizes': 13, 'random_state': 42};adasyn;15;0.7682861679536472;0.5507368415006777;0.08643787804364887;0.4734534323732986;0.5493882832912487
CLF_216;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};-;-;0.9329772173250742;0.50401009718106;0.04612803456058494;0.5056369446682238;0.49982394287140475
CLF_217;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};undersampling;-;0.4744403302186182;0.5175526110230432;0.06558918509543418;0.3259033153268594;0.5161266126354175
CLF_218;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};oversampling;-;0.7317575083426029;0.5076964298021918;0.06515908879783905;0.4518547287906632;0.5082321200320804
CLF_219;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};smote;5;0.4614124225713935;0.539382854320307;0.07044564328424693;0.32821961757163026;0.5419501205625766
CLF_22;AD;{'min_samples_leaf': 5, 'random_state': 42};smote;10;0.9033638278508466;0.677648183885864;0.24906860368944303;0.5984775631308286;0.7438607606668379
CLF_220;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};smote;10;0.5241223323572506;0.5344326509982309;0.06986271271859548;0.3715770697668007;0.5367918188710454
CLF_221;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};smote;15;0.6341377589111478;0.5143821650929308;0.05714241078847234;0.4103158725658925;0.516498251085533
CLF_222;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};adasyn;5;0.7314789912711953;0.5317191053828658;0.06819454461760262;0.45255562082805306;0.5333413064409342
CLF_223;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};adasyn;10;0.69876996361743;0.5323951225676018;0.07236238551107167;0.44326790995613646;0.5338761129455698
CLF_224;MLP;{'hidden_layer_sizes': 15, 'random_state': 42};adasyn;15;0.6182455038157592;0.5215474303305994;0.06563633481387746;0.40592335463512724;0.5237483343671745
CLF_225;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};-;-;0.9299038476019993;0.5002254347876031;0.03624462172350311;0.49990695728099405;0.49599276676754445
CLF_226;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};undersampling;-;0.44962659994018717;0.48715515656948555;0.058941732007731173;0.33388259224938094;0.48496313025144266
CLF_227;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};oversampling;-;0.6983455720196307;0.5321765226181451;0.0717761317606057;0.4451449197083786;0.5334628623926215
CLF_228;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};smote;5;0.6572686608589384;0.5548917338663358;0.07908937062247166;0.43276774337169466;0.5566999375518226
CLF_229;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};smote;10;0.6423268493038686;0.5515664415190572;0.07822076858648896;0.42708029246842577;0.5535019512444731
CLF_23;AD;{'min_samples_leaf': 5, 'random_state': 42};smote;15;0.9118681191007416;0.7106026719047948;0.27976559017165836;0.6162758607172544;0.7617254768200302
CLF_230;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};smote;15;0.6364372190893384;0.5617041146874354;0.08718190770525011;0.42205073659892206;0.5638498492054044
CLF_231;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};adasyn;5;0.6509921834490504;0.5714222206906058;0.08598141591354926;0.4335920165088029;0.5734197922083889
CLF_232;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};adasyn;10;0.7427459696245344;0.5661000068922737;0.08941612894023107;0.4659646514551314;0.5677533302213673
CLF_233;MLP;{'hidden_layer_sizes': 17, 'random_state': 42};adasyn;15;0.5964412424722936;0.5761922484894434;0.08473022751281858;0.4079377575262971;0.5787441755065299
CLF_234;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};-;-;0.9337149809696138;0.5263609943253613;0.07591567020647161;0.5207434140986522;0.5222970982483182
CLF_235;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};undersampling;-;0.49655764087757087;0.5070094424150527;0.06254336383065735;0.35872865780350843;0.5048552165635959
CLF_236;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};oversampling;-;0.7407405176178992;0.5123387207939899;0.06841871398215356;0.4564211222690485;0.5133891268115715
CLF_237;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};smote;5;0.6594860397217627;0.525280745284536;0.0740120273710803;0.42705010092102835;0.526722069843796
CLF_238;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};smote;10;0.7082978508250086;0.5197421140901051;0.06643507602307094;0.4448829160092959;0.521031975712045
CLF_239;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};smote;15;0.6475812368352543;0.5345077193466125;0.07065460468860048;0.4240331235796865;0.5362074258506214
CLF_24;AD;{'min_samples_leaf': 5, 'random_state': 42};adasyn;5;0.91524087584959;0.6859815746548119;0.27463769037361135;0.6146898656032017;0.7485224962249137
CLF_240;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};adasyn;5;0.6852335390924367;0.5363848301054517;0.07784195654606824;0.43287891644543597;0.5378745467807861
CLF_241;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};adasyn;10;0.6285321321993275;0.5224692719461483;0.06451899442401547;0.413262459084656;0.5241895612858894
CLF_242;MLP;{'hidden_layer_sizes': 19, 'random_state': 42};adasyn;15;0.7278373993885319;0.5276418659682496;0.07352353171920449;0.45262585864132526;0.5288902616871033
CLF_243;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};-;-;0.9406083053812209;0.5255286373974775;0.0796682615629984;0.524480034845479;0.5214836807143737
CLF_244;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};undersampling;-;0.5208990001785779;0.5086009832977233;0.062315487578381165;0.3697716477743733;0.5063124599256053
CLF_245;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};oversampling;-;0.6610600000430308;0.5568500585843269;0.0784868097230661;0.43134834487802437;0.5572016898602122
CLF_246;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};smote;5;0.5750022053302294;0.5167815378960186;0.06508561792570107;0.39205338618912633;0.5186826384668242
CLF_247;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};smote;10;0.6659617498918851;0.5615819491350196;0.08509482048012224;0.43042163308540793;0.5632779902025284
CLF_248;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};smote;15;0.6043562264540656;0.5780845796861718;0.08777029029162675;0.4113261215106646;0.5804763957898651
CLF_249;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};adasyn;5;0.7631492545983825;0.5656582121441863;0.09383827442136612;0.47683084186448077;0.5671907901469725
CLF_25;AD;{'min_samples_leaf': 5, 'random_state': 42};adasyn;10;0.9084961153914838;0.6890876352608726;0.2607370848987308;0.6057889859083627;0.7446259897200693
CLF_250;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};adasyn;10;0.711402095171295;0.5477105015277873;0.08081518301056193;0.44996133567191726;0.5493291154706483
CLF_251;MLP;{'hidden_layer_sizes': 21, 'random_state': 42};adasyn;15;0.7333979513020055;0.5568780297286742;0.09210544832494152;0.46338830547154874;0.5584467255956074
CLF_252;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};-;-;0.9445655284293961;0.5187853516208331;0.06839986471067155;0.5199035353702608;0.5146336325728857
CLF_253;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};undersampling;-;0.5500902571737779;0.5214866634502723;0.06513298529764033;0.38379059033718355;0.5219132951960852
CLF_254;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};oversampling;-;0.7505568189886463;0.5371829554069888;0.07325425172418162;0.46413318593476116;0.5383900679724393
CLF_255;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};smote;5;0.7448311362506803;0.5671788774783468;0.08742377155008733;0.46920074235244813;0.5687028466657059
CLF_256;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};smote;10;0.7624377397624268;0.5147611827141774;0.06257559672122637;0.46274725984904574;0.5157581749154653
CLF_257;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};smote;15;0.7526025048248323;0.5206640131412686;0.06949820638701826;0.4629171284277659;0.5218177510510718
CLF_258;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};adasyn;5;0.7325194768311233;0.545439210145427;0.08513503723846774;0.4623890231487941;0.5469734968577498
CLF_259;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};adasyn;10;0.6874924427098238;0.5419475842580467;0.07504981128004477;0.44292505884652583;0.543573163574542
CLF_26;AD;{'min_samples_leaf': 5, 'random_state': 42};adasyn;15;0.9020442873340893;0.7187085602040113;0.27451981987644036;0.610792609610433;0.742659164531106
CLF_260;MLP;{'hidden_layer_sizes': 23, 'random_state': 42};adasyn;15;0.6362928506421277;0.5330694741195121;0.0709199521842767;0.42101547037444204;0.534870738538462
CLF_261;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};-;-;0.9653914837676938;0.5734848484848485;0.2266162795520331;0.6044470036770028;0.8972513233687763
CLF_262;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};undersampling;-;0.8276990552580452;0.8538565717830313;0.27282775841553536;0.5868719584909474;0.9271244128513754
CLF_263;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};oversampling;-;0.9656853843621647;0.6087877639166495;0.29836793069630596;0.6403860163539428;0.9079003693110025
CLF_264;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};smote;5;0.9450101445190551;0.7255289820111654;0.3782225814530994;0.6746653028092588;0.9217178783492794
CLF_265;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};smote;10;0.9394375439721333;0.7292406437383694;0.3641282935112819;0.6660937101240834;0.9163991250467317
CLF_266;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};smote;15;0.9381178958782916;0.7417406437383693;0.3711213392647788;0.6692106159710043;0.9223002637338997
CLF_267;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};adasyn;5;0.9445692936273486;0.7209074252762653;0.367690769060322;0.6692945609816594;0.9179865397026298
CLF_268;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};adasyn;10;0.9398773190929962;0.7294678590300274;0.35852317769396597;0.663434290347803;0.9172655412941184
CLF_269;RF;{'n_estimators': 50, 'n_jobs': -1, 'random_state': 42};adasyn;15;0.9411973974951751;0.7499226342270315;0.38767411672697316;0.6783263051035837;0.9207505412001329
CLF_27;AD;{'min_samples_leaf': 7, 'random_state': 42};-;-;0.9445688633190112;0.626438130355871;0.2589879596003642;0.6150241933554382;0.7183580619761611
CLF_270;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};-;-;0.9661246215976058;0.5826515151515151;0.2478070322770935;0.6152295786510813;0.9050075266762322
CLF_271;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};undersampling;-;0.8272588498288449;0.8492352447905898;0.27026724956855647;0.5853967380063819;0.9281796917587203
CLF_272;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};oversampling;-;0.9652451789329645;0.6129543731477014;0.30111829347123464;0.6416435425480875;0.9188873207225609
CLF_273;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};smote;5;0.944130163968992;0.7272712913823604;0.3754658608680554;0.6730472549109912;0.923249320693321
CLF_274;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};smote;10;0.9397307991040981;0.7381800376777632;0.37267283689743963;0.6704428186157031;0.9218902165218245
CLF_275;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};smote;15;0.9387045137193055;0.7442405288671399;0.37805723208488595;0.6728386703316864;0.9279427006643735
CLF_276;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};adasyn;5;0.9447162439245842;0.7209831828520229;0.3674563707741068;0.6692195494324542;0.9230012327771477
CLF_277;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};adasyn;10;0.9394374363950488;0.72924052886714;0.35955589932960896;0.6638168178670788;0.9224429246632706
CLF_278;RF;{'n_estimators': 100, 'n_jobs': -1, 'random_state': 42};adasyn;15;0.9391442888401684;0.7488617984239667;0.3818669034285281;0.6748595456973142;0.9227497600757733
CLF_279;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};-;-;0.9659778864545391;0.5803787878787878;0.24130841664729133;0.611942788849227;0.9101521260575985
CLF_28;AD;{'min_samples_leaf': 7, 'random_state': 42};undersampling;-;0.7983629995072969;0.8079420819261609;0.2197555779396664;0.5514091328912885;0.8645843515101388
CLF_280;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};undersampling;-;0.8276987325267922;0.8516594872148321;0.2726032404552275;0.5867067646691205;0.9286515227225735
CLF_281;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};oversampling;-;0.9649519238009997;0.614999827693156;0.3024467911868993;0.64222978369682;0.9238649678256129
CLF_282;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};smote;5;0.9451568796621219;0.7365896455073863;0.3932282637132106;0.6821885323286407;0.9260560542881431
CLF_283;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};smote;10;0.9397307991040981;0.7315891860224688;0.3658518947436145;0.6670436101888659;0.9226583016915312
CLF_284;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};smote;15;0.9394376515492177;0.7512102258368369;0.3862916042471959;0.6771473153949701;0.9281855501914172
CLF_285;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};adasyn;5;0.9439834288259252;0.724998391802789;0.3741204378814305;0.672338284919304;0.9229101581672399
CLF_286;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};adasyn;10;0.9407574072201437;0.7299225193558021;0.3647853432189538;0.666793320152069;0.9240683577800196
CLF_287;RF;{'n_estimators': 150, 'n_jobs': -1, 'random_state': 42};adasyn;15;0.9395841715381156;0.7490890711512395;0.38390031637352195;0.6759940949691695;0.9240359653986971
CLF_288;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};-;-;0.9661246215976058;0.5804545454545454;0.24345519531689744;0.6130549351605007;0.9117823524374631
CLF_289;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};undersampling;-;0.827845790401112;0.8517354745330484;0.2733543128008774;0.5870905231753445;0.9291284132419376
CLF_29;AD;{'min_samples_leaf': 7, 'random_state': 42};oversampling;-;0.92946514825198;0.6955279481701013;0.31332359004414934;0.6379847169251232;0.6970019157388204
CLF_290;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};oversampling;-;0.9646586686690348;0.6082574608863464;0.28767618283747315;0.6347717738298688;0.9237912557409509
CLF_291;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};smote;5;0.9429573585953015;0.7332561973028235;0.3785313352874206;0.6742540543655513;0.9263797588017468
CLF_292;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};smote;10;0.9400241618131473;0.7295437889126289;0.3643405763582296;0.6663675113722258;0.9232385475995045
CLF_293;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};smote;15;0.9403176320992808;0.7538617984239667;0.3908239014038126;0.6796566690496297;0.9288363466145361
CLF_294;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};adasyn;5;0.9455965472059005;0.7302257219656765;0.38584518342015695;0.6786345141227085;0.9246629299577901
CLF_295;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};adasyn;10;0.9398777494013336;0.7360589404277804;0.37158738797856394;0.6699406783468632;0.9254889285020583
CLF_296;RF;{'n_estimators': 200, 'n_jobs': -1, 'random_state': 42};adasyn;15;0.9397311218353511;0.7513619132951961;0.3874271334649439;0.6777853297086287;0.9250726978239212
CLF_297;RF;{'n_estimators': 250, 'n_jobs': -1, 'random_state': 42};-;-;0.9661246215976058;0.576060606060606;0.23422795130385077;0.6084435885238508;0.9141444077552701
CLF_298;RF;{'n_estimators': 250, 'n_jobs': -1, 'random_state': 42};undersampling;-;0.8282857806761434;0.8519628046959358;0.2734953058395698;0.5872970268694985;0.9296811722922241
CLF_299;RF;{'n_estimators': 250, 'n_jobs': -1, 'random_state': 42};oversampling;-;0.9649519238009997;0.6106059457348312;0.2934853753000913;0.6377519996923109;0.9239874009757789
CLF_3;AD;{'min_samples_leaf': 1, 'random_state': 42};smote;5;0.9231580113730494;0.7208297723252234;0.30797911512271525;0.6335817689806518;0.7208297723252234
CLF_30;AD;{'min_samples_leaf': 7, 'random_state': 42};smote;5;0.9067357239830202;0.7255266845865785;0.28411028671417543;0.6168650148005431;0.7939133064221371
